Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name,Platform,Genre,Publisher
280,2002.0,3.36,0.21,0.01,0.56,4.14,maddennfl2003,ps2,sports,electronicarts
281,2014.0,1.4,1.86,0.11,0.77,4.14,watchdogs,ps4,action,ubisoft
282,1997.0,4.03,0.0,0.09,0.0,4.12,halflife,pc,shooter,vivendigames
283,1995.0,1.65,0.61,1.76,0.09,4.12,supermarioworld2yoshisisland,snes,platform,nintendo
284,2006.0,0.71,2.48,0.03,0.89,4.11,fifasoccer07,ps2,sports,electronicarts
285,2011.0,2.14,1.2,0.37,0.4,4.1,thelegendofzeldaskywardsword,wii,action,nintendo
286,1992.0,1.42,0.51,2.1,0.07,4.1,streetfighteriiturbo,snes,fighting,capcom
287,2007.0,2.13,1.5,0.05,0.42,4.1,carnivalgames,wii,misc,taketwointeractive
288,2015.0,2.45,1.26,0.01,0.37,4.09,fallout4,xone,roleplaying,bethesdasoftworks
289,2007.0,2.57,1.52,0.0,0.0,4.09,worldofwarcrafttheburningcrusade,pc,roleplaying,activision
290,2010.0,2.65,1.06,0.04,0.33,4.08,falloutnewvegas,x360,roleplaying,bethesdasoftworks
291,2007.0,2.32,0.04,0.04,1.67,4.07,godofwarii,ps2,action,sonycomputerentertainment
292,2007.0,2.35,1.28,0.03,0.41,4.06,forzamotorsport2,x360,racing,microsoftgamestudios
293,2005.0,0.12,2.26,0.9,0.77,4.06,worldsoccerwinningeleven9,ps2,sports,konamidigitalentertainment
294,1996.0,2.28,1.55,0.16,0.06,4.05,namcomuseumvol3,ps,misc,sonycomputerentertainment
295,2000.0,1.68,1.51,0.51,0.35,4.05,tekkentagtournament,ps2,fighting,namcobandaigames
296,2014.0,1.12,2.12,0.1,0.69,4.03,farcry4,ps4,shooter,ubisoft
297,1997.0,2.78,0.58,0.64,0.04,4.03,starfox64,n64,shooter,nintendo
298,2014.0,1.38,1.87,0.12,0.65,4.02,minecraft,ps4,misc,sonycomputerentertainmenteurope
299,1984.0,1.22,0.28,2.46,0.04,4.01,golf,nes,sports,nintendo
300,2008.0,2.15,1.2,0.07,0.59,4.01,fallout3,ps3,roleplaying,bethesdasoftworks
301,2007.0,0.92,1.78,0.92,0.37,4.0,professorlaytonandthediabolicalbox,ds,puzzle,nintendo
302,2009.0,2.67,0.89,0.05,0.37,3.99,left4dead2,x360,shooter,electronicarts
303,2005.0,2.08,1.35,0.0,0.54,3.98,namcomuseum50thanniversary,ps2,misc,namcobandaigames
304,2009.0,2.1,1.36,0.06,0.4,3.92,easportsactive,wii,sports,electronicarts
305,2014.0,1.18,1.96,0.08,0.7,3.92,assassinscreedunity,ps4,action,ubisoft
306,1994.0,1.97,0.76,1.07,0.11,3.91,donkeykongland,gb,platform,nintendo
307,2003.0,2.29,1.17,0.01,0.42,3.9,tonyhawksunderground,ps2,sports,activision
308,2013.0,1.33,1.71,0.13,0.73,3.89,assassinscreedivblackflag,ps3,action,ubisoft
309,2014.0,0.67,0.49,2.62,0.11,3.89,monsterhunter4ultimate,3ds,roleplaying,nintendo
310,2006.0,1.53,1.61,0.06,0.67,3.88,motorstorm,ps3,racing,sonycomputerentertainment
311,2011.0,1.15,2.09,0.0,0.64,3.88,theelderscrollsvskyrim,pc,roleplaying,bethesdasoftworks
312,2005.0,0.93,1.94,0.31,0.7,3.87,tekken5,ps2,fighting,namcobandaigames
313,1988.0,0.1,0.0,3.77,0.0,3.87,dragonwarrioriii,nes,roleplaying,enixcorporation
314,2010.0,2.12,1.14,0.1,0.51,3.87,sportschampions,ps3,sports,sonycomputerentertainment
315,2015.0,2.48,0.65,0.03,0.69,3.85,nba2k16,ps4,sports,taketwointeractive
316,2004.0,0.16,1.89,1.12,0.68,3.85,worldsoccerwinningeleven8international,ps2,sports,konamidigitalentertainment
317,2007.0,0.87,1.57,1.05,0.35,3.84,flashfocusvisiontraininginminutesaday,ds,misc,nintendo
318,1995.0,2.12,1.44,0.22,0.06,3.84,namcomuseumvol1,ps,misc,sonycomputerentertainment
319,1992.0,2.21,0.96,0.54,0.13,3.83,thelegendofzeldalinksawakening,gb,action,nintendo
320,2009.0,2.26,0.48,0.81,0.27,3.83,marioluigibowsersinsidestory,ds,roleplaying,nintendo
321,2007.0,1.06,1.93,0.41,0.43,3.82,bigbrainacademywiidegree,wii,misc,nintendo
322,2011.0,1.44,1.37,0.73,0.27,3.81,nintendogscats,3ds,simulation,nintendo
323,2015.0,1.49,1.58,0.1,0.61,3.79,batmanarkhamknight,ps4,action,warnerbrosinteractiveentertainment
324,2011.0,1.14,1.91,0.27,0.46,3.78,mariosonicatthelondon2012olympicgames,wii,sports,sega
325,2008.0,2.4,1.03,0.0,0.36,3.78,legoindianajonestheoriginaladventures,x360,action,activision
326,1996.0,1.82,1.24,0.47,0.25,3.77,residentevildirectorscut,ps,action,virgininteractive
327,2007.0,1.4,1.4,0.1,0.87,3.77,ratchetclanksizematters,psp,platform,sonycomputerentertainment
328,2013.0,1.98,1.47,0.0,0.32,3.76,justdance2014,wii,misc,ubisoft
329,2002.0,2.03,1.56,0.0,0.17,3.76,thesimsunleashed,pc,simulation,electronicarts
330,2007.0,1.98,0.88,0.59,0.32,3.76,superpapermario,wii,platform,nintendo
331,2001.0,1.37,2.0,0.14,0.22,3.73,harrypotterandthesorcerersstone,ps,action,electronicarts
332,2015.0,0.96,2.0,0.21,0.56,3.73,thewitcher3wildhunt,ps4,roleplaying,namcobandaigames
333,1999.0,1.3,0.77,1.54,0.11,3.72,residentevil3nemesis,ps,action,eidosinteractive
334,2000.0,1.93,1.58,0.0,0.19,3.71,spyroyearofthedragon,ps,platform,sonycomputerentertainment
335,2004.0,0.58,2.48,0.04,0.59,3.7,fifasoccer2005,ps2,sports,electronicarts
336,1998.0,1.49,0.73,1.38,0.1,3.7,pokmontradingcardgame,gb,strategy,nintendo
337,2013.0,1.3,1.51,0.27,0.61,3.69,battlefield4,ps3,shooter,electronicarts
338,2007.0,1.59,1.61,0.08,0.41,3.69,mysims,ds,simulation,electronicarts
339,2009.0,0.0,0.0,3.67,0.0,3.67,friendcollection,ds,misc,nintendo
340,2002.0,2.13,1.18,0.01,0.35,3.67,tonyhawksproskater4,ps2,sports,activision
341,2005.0,1.65,1.22,0.0,0.79,3.66,midnightclub3dubedition,psp,racing,taketwointeractive
342,1998.0,1.87,1.13,0.55,0.1,3.65,banjokazooie,n64,platform,nintendo
343,2002.0,2.53,0.81,0.06,0.24,3.65,socomusnavyseals,ps2,shooter,sonycomputerentertainment
344,2008.0,2.33,0.97,0.0,0.35,3.65,guitarheroworldtour,wii,misc,activision
345,2013.0,0.71,1.8,0.4,0.74,3.64,granturismo6,ps3,racing,sonycomputerentertainment
346,2001.0,2.08,1.09,0.15,0.33,3.64,jakanddaxtertheprecursorlegacy,ps2,platform,sonycomputerentertainment
347,1999.0,2.23,0.68,0.66,0.06,3.63,pokemonsnap,n64,simulation,nintendo
348,2009.0,0.6,2.46,0.05,0.52,3.63,fifasoccer10,ps3,sports,electronicarts
349,2007.0,0.05,0.0,0.64,2.93,3.63,proevolutionsoccer2008,ps2,sports,konamidigitalentertainment
350,2013.0,1.78,1.42,0.05,0.38,3.63,callofdutyghosts,ps4,shooter,activision
351,2005.0,2.08,0.83,0.46,0.25,3.62,residentevil4,ps2,action,capcom
352,2016.0,1.28,1.61,0.15,0.57,3.61,tomclancysthedivision,ps4,shooter,ubisoft
353,2004.0,1.93,1.22,0.03,0.44,3.61,starwarsbattlefront,ps2,shooter,lucasarts
354,1994.0,2.05,1.4,0.0,0.16,3.61,doomiihellonearth,pc,shooter,virgininteractive
355,2001.0,2.02,1.17,0.0,0.42,3.61,thesimpsonsroadrage,ps2,racing,electronicarts
356,2007.0,1.61,1.5,0.1,0.39,3.61,cookingmama2dinnerwithfriends,ds,simulation,505games
357,2001.0,2.38,0.67,0.46,0.1,3.6,luigismansion,gc,action,nintendo
358,2005.0,2.18,1.02,0.03,0.37,3.59,starwarsbattlefrontii,ps2,shooter,lucasarts
359,2000.0,2.01,1.35,0.06,0.16,3.58,wwfsmackdown,ps,fighting,thq
360,1997.0,1.57,1.79,0.0,0.2,3.56,croclegendofthegobbos,ps,platform,foxinteractive
361,2006.0,1.56,1.4,0.07,0.5,3.54,grandtheftautolibertycitystories,ps2,action,taketwointeractive
362,2002.0,1.23,1.77,0.05,0.49,3.54,thegetaway,ps2,action,sonycomputerentertainment
363,1997.0,1.66,1.58,0.12,0.18,3.54,tombraideriiiadventuresoflaracroft,ps,action,eidosinteractive
364,2001.0,1.9,1.13,0.1,0.41,3.53,jamesbond007agentunderfire,ps2,shooter,electronicarts
365,2005.0,1.98,1.14,0.01,0.41,3.53,legostarwarsthevideogame,ps2,action,eidosinteractive
366,2013.0,2.14,1.08,0.02,0.29,3.53,battlefield4,x360,shooter,electronicarts
367,2010.0,0.71,2.4,0.02,0.4,3.53,fifasoccer11,x360,sports,electronicarts
368,2000.0,1.96,1.33,0.0,0.23,3.52,rugratsinparisthemovie,ps,action,thq
369,1999.0,2.14,1.21,0.01,0.17,3.52,spyro2riptosrage,ps,platform,sonycomputerentertainment
370,2008.0,2.66,0.5,0.05,0.3,3.52,left4dead,x360,shooter,electronicarts
371,2009.0,1.22,1.66,0.27,0.38,3.52,mariosonicattheolympicwintergames,ds,sports,sega
372,2009.0,2.11,0.94,0.12,0.34,3.51,residentevil5,x360,action,capcom
373,1996.0,1.17,0.5,1.75,0.08,3.51,donkeykongcountry3dixiekongsdoubletrouble,snes,platform,nintendo
374,2010.0,2.84,0.39,0.03,0.24,3.5,assassinscreedbrotherhood,x360,action,ubisoft
375,1985.0,1.64,0.38,1.42,0.06,3.5,kungfu,nes,action,nintendo
376,2009.0,2.2,0.97,0.02,0.31,3.5,batmanarkhamasylum,x360,action,eidosinteractive
377,2006.0,0.59,1.83,0.73,0.35,3.5,clubhousegames,ds,misc,nintendo
378,2007.0,0.59,2.36,0.04,0.51,3.49,fifasoccer2004,ps2,sports,electronicarts
379,2015.0,1.94,1.22,0.02,0.31,3.49,starwarsbattlefront2015,xone,shooter,electronicarts
380,2010.0,2.09,1.02,0.04,0.32,3.48,battlefieldbadcompany2,x360,shooter,electronicarts
381,2008.0,2.11,1.01,0.01,0.35,3.48,guitarheroontour,ds,misc,activision
382,2014.0,2.26,0.89,0.0,0.3,3.46,assassinscreedunity,xone,action,ubisoft
383,2012.0,0.88,1.75,0.1,0.72,3.45,farcry3,ps3,shooter,ubisoft
384,2013.0,0.0,0.0,3.44,0.0,3.44,monsterhunter4,3ds,roleplaying,capcom
385,2009.0,2.39,0.73,0.03,0.29,3.44,borderlands,x360,shooter,taketwointeractive
386,2002.0,1.55,1.27,0.33,0.29,3.44,tekken4,ps2,fighting,namcobandaigames
387,2013.0,1.34,1.54,0.17,0.38,3.43,battlefield4,ps4,shooter,electronicarts
388,2011.0,1.82,1.07,0.06,0.47,3.42,littlebigplanet2,ps3,platform,sonycomputerentertainment
389,1998.0,1.13,2.07,0.0,0.22,3.42,grandtheftauto2,ps,action,taketwointeractive
390,1994.0,0.86,0.0,2.55,0.02,3.42,finalfantasyiii,snes,roleplaying,squaresoft
391,2004.0,1.75,1.2,0.02,0.43,3.41,spiderman2,ps2,action,activision
392,1990.0,1.73,0.69,0.59,0.4,3.41,f1race,gb,racing,nintendo
393,2002.0,0.46,2.28,0.05,0.61,3.4,fifasoccer2003,ps2,sports,electronicarts
394,2000.0,1.56,1.47,0.19,0.17,3.39,crashbash,ps,misc,sonycomputerentertainment
395,2008.0,2.03,1.03,0.0,0.32,3.38,legobatmanthevideogame,x360,action,warnerbrosinteractiveentertainment
396,2015.0,1.08,1.35,0.48,0.47,3.38,metalgearsolidvthephantompain,ps4,action,konamidigitalentertainment
397,2009.0,1.43,0.94,0.74,0.27,3.38,thelegendofzeldaspirittracks,ds,action,nintendo
398,1998.0,2.47,0.76,0.0,0.13,3.36,wwfwarzone,ps,fighting,acclaimentertainment
399,2000.0,1.9,0.67,0.73,0.06,3.36,thelegendofzeldamajorasmask,n64,action,nintendo
400,2008.0,0.65,1.61,0.82,0.28,3.36,professorlaytonandtheunwoundfuture,ds,puzzle,nintendo
401,1998.0,1.63,1.53,0.0,0.18,3.34,rugratssearchforreptar,ps,adventure,thq
402,2013.0,1.9,1.14,0.01,0.29,3.34,assassinscreedivblackflag,x360,action,ubisoft
403,2006.0,0.0,0.99,2.32,0.02,3.33,englishtraininghavefunimprovingyourskills,ds,misc,nintendo
404,2002.0,1.45,1.29,0.12,0.46,3.33,jamesbond007nightfire,ps2,shooter,electronicarts
405,2002.0,1.44,1.01,0.57,0.3,3.33,ratchetclank,ps2,platform,sonycomputerentertainment
406,2012.0,1.15,1.17,0.76,0.24,3.32,marioparty9,wii,misc,nintendo
407,2005.0,1.47,1.39,0.03,0.43,3.32,starwarsepisodeiiirevengeofthesith,ps2,action,lucasarts
408,2001.0,1.99,1.05,0.05,0.22,3.31,maxpayne,ps2,shooter,taketwointeractive
409,2003.0,1.5,1.28,0.05,0.46,3.28,thelordoftheringsthereturnoftheking,ps2,action,electronicarts
410,2015.0,0.8,1.92,0.06,0.5,3.28,assassinscreedsyndicate,ps4,action,ubisoft
411,2014.0,2.13,0.92,0.0,0.23,3.28,destiny,xone,shooter,activision
412,2003.0,1.89,1.05,0.02,0.31,3.27,truecrimestreetsofla,ps2,action,activision
413,2008.0,1.36,1.13,0.46,0.32,3.27,wiimusic,wii,misc,nintendo
414,2009.0,0.5,1.59,0.31,0.87,3.27,granturismopsp,psp,racing,sonycomputerentertainment
415,2015.0,0.25,0.19,2.78,0.04,3.26,monsterhunterx,3ds,action,capcom
416,1995.0,0.95,1.3,0.77,0.22,3.24,tekken,ps,fighting,sonycomputerentertainment
417,2015.0,0.88,2.11,0.0,0.23,3.23,fifa16,xone,sports,electronicarts
418,2011.0,1.27,1.33,0.12,0.51,3.23,lanoire,ps3,adventure,taketwointeractive
419,2015.0,2.33,0.3,0.0,0.59,3.22,maddennfl16,ps4,sports,electronicarts
420,2014.0,0.03,0.0,3.18,0.0,3.22,yokaiwatch2gansohonke,3ds,roleplaying,nintendo
421,1999.0,1.72,1.33,0.0,0.16,3.21,007tomorrowneverdies,ps,shooter,electronicarts
422,1983.0,0.73,0.1,2.35,0.02,3.2,baseball,nes,sports,nintendo
423,1995.0,2.26,0.72,0.12,0.1,3.2,killerinstinct,snes,fighting,nintendo
424,2000.0,1.76,1.21,0.07,0.16,3.2,wwfsmackdown2knowyourrole,ps,fighting,thq
425,2007.0,1.35,0.6,0.8,0.44,3.19,crisiscorefinalfantasyvii,psp,roleplaying,squareenix
426,2008.0,1.48,1.01,0.04,0.66,3.19,godofwarchainsofolympus,psp,action,sonycomputerentertainment
427,1995.0,0.0,0.0,3.19,0.0,3.19,dragonquestvimaboroshinodaichi,snes,roleplaying,enixcorporation
428,2010.0,2.15,0.77,0.01,0.26,3.19,dancecentral,x360,misc,mtvgames
429,2003.0,1.78,1.12,0.09,0.19,3.18,enterthematrix,ps2,action,atari
430,2015.0,1.18,0.87,0.93,0.2,3.18,supermariomaker,wiiu,platform,nintendo
431,2010.0,1.52,1.08,0.1,0.47,3.17,falloutnewvegas,ps3,roleplaying,bethesdasoftworks
432,2007.0,1.86,1.02,0.0,0.29,3.17,legobatmanthevideogame,wii,action,warnerbrosinteractiveentertainment
433,2008.0,0.58,0.51,1.93,0.14,3.17,rhythmheaven,ds,misc,nintendo
434,2001.0,2.06,0.56,0.38,0.17,3.17,acecombat04shatteredskies,ps2,simulation,sonycomputerentertainmenteurope
435,2008.0,1.88,0.98,0.0,0.3,3.16,clubpenguinelitepenguinforce,ds,adventure,disneyinteractivestudios
436,2001.0,1.92,0.16,0.99,0.09,3.15,animalcrossing,gc,simulation,nintendo
437,2008.0,1.79,1.06,0.0,0.29,3.15,legobatmanthevideogame,ds,action,warnerbrosinteractiveentertainment
438,2005.0,1.22,1.57,0.06,0.29,3.15,sonicrush,ds,platform,sega
439,2012.0,0.88,0.97,0.88,0.42,3.15,residentevil6,ps3,shooter,capcom
440,2014.0,1.89,0.99,0.03,0.24,3.15,halothemasterchiefcollection,xone,shooter,microsoftgamestudios
441,2007.0,0.68,0.0,0.0,2.46,3.14,fifasoccer08,ps2,sports,electronicarts
442,2000.0,1.7,1.25,0.02,0.16,3.13,spiderman,ps,action,activision
443,1998.0,2.14,0.86,0.0,0.13,3.12,needforspeediiihotpursuit,ps,racing,electronicarts
444,1999.0,2.31,0.62,0.14,0.04,3.12,starwarsepisodeiracer,n64,racing,nintendo
445,2006.0,0.91,1.0,1.03,0.17,3.12,personaltrainercooking,ds,misc,nintendo
446,2007.0,1.69,0.87,0.14,0.42,3.12,theelderscrollsivoblivion,ps3,roleplaying,ubisoft
447,1990.0,0.08,0.0,3.03,0.01,3.12,dragonwarrioriv,nes,roleplaying,enixcorporation
448,2010.0,1.29,1.27,0.06,0.5,3.12,heavyrain,ps3,adventure,sonycomputerentertainment
449,2010.0,1.99,0.82,0.03,0.27,3.11,masseffect2,x360,roleplaying,electronicarts
450,2014.0,0.78,2.02,0.0,0.3,3.11,fifa15,x360,sports,electronicarts
451,2002.0,2.17,0.28,0.55,0.08,3.09,dragonballzbudokai,ps2,fighting,atari
452,2001.0,2.5,0.16,0.01,0.42,3.08,maddennfl2002,ps2,sports,electronicarts
453,1986.0,1.92,0.45,0.64,0.07,3.08,worldclasstrackmeet,nes,sports,namcobandaigames
454,2012.0,1.89,0.91,0.04,0.24,3.07,borderlands2,x360,shooter,taketwointeractive
455,2013.0,1.4,0.99,0.46,0.22,3.07,thelegendofzeldaalinkbetweenworlds,3ds,action,nintendo
456,1994.0,1.57,0.62,0.55,0.34,3.07,donkeykong,gb,platform,nintendo
457,2002.0,1.72,1.21,0.0,0.14,3.07,thesimsvacation,pc,simulation,electronicarts
458,2012.0,1.94,0.86,0.03,0.24,3.07,masseffect3,x360,roleplaying,electronicarts
459,2008.0,1.91,0.84,0.0,0.29,3.05,kungfupanda,x360,action,activision
460,2012.0,1.38,1.35,0.02,0.28,3.04,farcry3,x360,shooter,ubisoft
461,2010.0,2.06,0.64,0.12,0.22,3.04,epicmickey,wii,platform,disneyinteractivestudios
462,2008.0,1.94,0.8,0.02,0.27,3.03,saintsrow2,x360,action,thq
463,1995.0,1.54,1.33,0.0,0.16,3.03,rayman,ps,platform,ubisoft
464,2009.0,1.4,1.07,0.08,0.47,3.02,killzone2,ps3,shooter,sonycomputerentertainment
465,2002.0,1.85,1.04,0.0,0.13,3.02,tomclancyssplintercell,xb,action,ubisoft
466,1987.0,2.03,0.47,0.45,0.07,3.02,miketysonspunchout,nes,fighting,nintendo
467,2002.0,1.45,1.13,0.07,0.38,3.02,wwesmackdownshutyourmouth,ps2,sports,thq
468,2015.0,2.38,0.32,0.0,0.31,3.0,gearsofwarultimateedition,xone,shooter,microsoftgamestudios
469,2012.0,2.6,0.21,0.01,0.19,3.0,nba2k13,x360,sports,taketwointeractive
470,2007.0,1.15,0.0,0.76,1.09,3.0,dragonballzbudokaitenkaichi3,ps2,fighting,atari
471,2007.0,1.57,1.02,0.0,0.41,3.0,wwesmackdownvsraw2006,ps2,fighting,electronicarts
472,2014.0,1.01,1.41,0.05,0.53,2.99,middleearthshadowofmordor,ps4,action,warnerbrosinteractiveentertainment
473,1993.0,1.61,0.51,0.8,0.07,2.99,starfox,snes,shooter,nintendo
474,2000.0,1.67,1.18,0.0,0.13,2.99,thesimslivinlarge,pc,misc,electronicarts
475,2002.0,0.12,1.26,1.16,0.45,2.99,worldsoccerwinningeleven6international,ps2,sports,konamidigitalentertainment
476,2001.0,1.36,0.86,0.64,0.13,2.99,devilmaycry,ps2,action,capcom
477,2015.0,0.47,1.0,1.39,0.12,2.98,animalcrossinghappyhomedesigner,3ds,simulation,nintendo
478,2010.0,1.33,1.12,0.08,0.45,2.97,battlefieldbadcompany2,ps3,shooter,electronicarts
479,2014.0,0.96,1.72,0.0,0.29,2.97,thesims4,pc,simulation,electronicarts
480,2011.0,1.58,1.01,0.0,0.38,2.97,starwarstheoldrepublic,pc,roleplaying,electronicarts
481,2003.0,1.04,1.37,0.06,0.49,2.96,sonicheroes,ps2,platform,sega
482,2008.0,1.57,0.04,1.19,0.15,2.96,kirbysuperstarultra,ds,platform,nintendo
483,2002.0,1.36,1.15,0.04,0.41,2.96,hitman2silentassassin,ps2,action,eidosinteractive
484,2009.0,1.82,0.71,0.15,0.26,2.95,streetfighteriv,x360,fighting,capcom
485,1996.0,1.98,0.58,0.34,0.04,2.94,waverace64,n64,racing,nintendo
486,2003.0,2.22,0.51,0.06,0.15,2.94,socomiiusnavyseals,ps2,shooter,sonycomputerentertainment
487,2005.0,1.45,1.11,0.04,0.33,2.94,wwesmackdownvsraw2006,ps2,fighting,thq
488,2009.0,1.76,0.69,0.12,0.37,2.94,infamous,ps3,action,sonycomputerentertainment
489,2001.0,2.07,0.77,0.05,0.05,2.94,pacmancollection,gba,puzzle,atari
490,2007.0,1.83,0.8,0.03,0.27,2.93,masseffect,x360,roleplaying,microsoftgamestudios
491,2006.0,0.87,1.06,0.73,0.26,2.92,wariowaresmoothmoves,wii,puzzle,nintendo
492,2007.0,1.43,1.13,0.05,0.3,2.91,cookingmamacookoff,wii,simulation,505games
493,2002.0,1.75,0.45,0.62,0.09,2.91,supermarioworld2yoshisisland,gba,platform,nintendo
494,2013.0,0.61,1.85,0.11,0.33,2.9,fifa14,ps4,sports,electronicarts
495,2014.0,1.84,0.8,0.04,0.22,2.9,titanfall,xone,shooter,electronicarts
496,2004.0,1.54,1.14,0.0,0.22,2.9,sonicmegacollectionplus,ps2,misc,sega
497,2008.0,1.75,0.86,0.0,0.28,2.9,segasuperstarstennis,x360,sports,sega
498,2003.0,0.08,1.24,1.13,0.45,2.9,worldsoccerwinningeleven7international,ps2,sports,konamidigitalentertainment
499,2012.0,0.71,1.51,0.06,0.61,2.89,needforspeedmostwanted,ps3,racing,electronicarts
500,2001.0,0.99,0.32,1.38,0.2,2.89,hotshotsgolf3,ps2,sports,sonycomputerentertainment
501,2004.0,1.51,1.12,0.01,0.24,2.89,callofdutyfinesthour,ps2,shooter,activision
502,2011.0,1.54,1.07,0.0,0.28,2.88,zumbafitness2,wii,sports,majescoentertainment
503,1999.0,2.03,0.72,0.02,0.11,2.88,syphonfilter,ps,shooter,sonycomputerentertainment
504,2007.0,1.3,1.27,0.0,0.31,2.88,imaginebabyz,ds,simulation,ubisoft
505,1998.0,0.09,2.43,0.12,0.22,2.87,colinmcraerally,ps,racing,codemasters
506,2013.0,1.87,0.77,0.0,0.22,2.86,callofdutyghosts,xone,shooter,activision
507,2012.0,2.53,0.16,0.0,0.17,2.86,maddennfl13,x360,sports,electronicarts
508,2002.0,2.09,0.63,0.03,0.11,2.86,theelderscrollsiiimorrowind,xb,roleplaying,ubisoft
509,2011.0,1.98,0.55,0.0,0.32,2.85,mortalkombat,ps3,fighting,warnerbrosinteractiveentertainment
510,1990.0,1.37,0.51,0.89,0.07,2.85,fzero,snes,racing,nintendo
511,1997.0,1.29,0.53,0.98,0.05,2.85,yoshisstory,n64,platform,nintendo
512,1996.0,1.37,1.34,0.0,0.14,2.85,commandconquerredalert,pc,strategy,virgininteractive
513,2011.0,1.4,1.14,0.0,0.31,2.85,skylandersspyrosadventure,wii,action,activision
514,2015.0,0.4,1.98,0.05,0.42,2.85,fifa16,ps3,sports,electronicarts
515,2010.0,1.87,0.57,0.11,0.3,2.84,assassinscreedbrotherhood,ps3,action,ubisoft
516,2007.0,1.65,0.86,0.05,0.28,2.83,bioshock,x360,shooter,taketwointeractive
517,2009.0,2.52,0.09,0.0,0.22,2.83,maddennfl10,x360,sports,electronicarts
518,2010.0,1.28,1.05,0.07,0.43,2.83,medalofhonor,ps3,shooter,electronicarts
519,2002.0,1.32,1.08,0.04,0.39,2.83,wwesmackdownvsraw,ps2,fighting,thq
520,2002.0,1.96,0.67,0.1,0.09,2.82,metroidprime,gc,shooter,nintendo
521,2003.0,1.59,1.05,0.04,0.14,2.82,findingnemo,gba,action,thq
522,1994.0,0.02,2.79,0.0,0.0,2.81,myst,pc,adventure,redorb
523,2010.0,1.05,1.25,0.03,0.48,2.81,needforspeedhotpursuit,ps3,racing,electronicarts
524,2007.0,1.32,1.19,0.0,0.3,2.81,imaginefashiondesigner,ds,simulation,ubisoft
525,2003.0,1.32,1.06,0.04,0.38,2.8,wwesmackdownherecomesthepain,ps2,fighting,thq
526,2008.0,1.74,0.8,0.0,0.26,2.8,starwarstheforceunleashed,x360,action,lucasarts
527,2006.0,1.47,0.07,1.1,0.15,2.8,yoshisislandds,ds,platform,nintendo
528,1997.0,0.29,0.2,2.13,0.18,2.79,hotshotsgolf,ps,sports,sonycomputerentertainment
529,2011.0,1.45,0.88,0.09,0.38,2.79,killzone3,ps3,shooter,sonycomputerentertainment
530,1998.0,1.96,0.72,0.0,0.11,2.79,abugslife,ps,platform,sonycomputerentertainment
531,2001.0,1.19,1.15,0.04,0.41,2.79,wwfsmackdownjustbringit,ps2,fighting,thq
532,1992.0,0.0,0.0,2.78,0.01,2.79,dragonquestvtenkuunohanayome,snes,roleplaying,enixcorporation
533,1996.0,1.98,0.7,0.0,0.11,2.79,mortalkombattrilogy,ps,fighting,gtinteractive
534,2011.0,0.89,1.43,0.0,0.48,2.79,battlefield3,pc,shooter,electronicarts
535,2001.0,2.19,0.22,0.0,0.38,2.79,nbastreet,ps2,sports,electronicarts
536,2009.0,0.3,1.47,0.68,0.34,2.79,professorlaytonandthelastspecter,ds,puzzle,nintendo
537,2011.0,0.46,0.29,1.96,0.07,2.79,monsterhuntertri,3ds,roleplaying,nintendo
538,2003.0,1.68,0.74,0.0,0.36,2.78,jakii,ps2,platform,sonycomputerentertainment
539,2014.0,1.27,0.97,0.07,0.47,2.78,infamoussecondson,ps4,action,sonycomputerentertainment
540,2003.0,1.44,0.83,0.26,0.25,2.78,ratchetclankgoingcommando,ps2,platform,sonycomputerentertainment
541,2009.0,1.2,0.98,0.17,0.43,2.78,tekken6,ps3,fighting,namcobandaigames
542,2003.0,1.41,1.12,0.0,0.24,2.77,thesims,ps2,simulation,electronicarts
543,2007.0,1.24,1.2,0.04,0.3,2.77,sonicandthesecretrings,wii,platform,sega
544,2011.0,1.25,1.15,0.07,0.3,2.77,saintsrowthethird,x360,action,thq
545,1980.0,2.56,0.17,0.0,0.03,2.76,missilecommand,2600,shooter,atari
546,1992.0,1.43,0.54,0.71,0.07,2.75,mariopaint,snes,misc,nintendo
547,2013.0,1.07,1.31,0.06,0.31,2.74,assassinscreedivblackflag,ps4,action,ubisoft
548,2000.0,1.02,0.36,1.13,0.23,2.73,pokmonstadium2,n64,strategy,nintendo
549,1986.0,1.33,0.31,1.04,0.05,2.73,metroid,nes,action,nintendo
550,2011.0,1.52,0.94,0.02,0.24,2.72,lanoire,x360,adventure,taketwointeractive
551,2006.0,1.49,0.93,0.02,0.27,2.71,callofduty3,x360,shooter,activision
552,2002.0,1.75,0.52,0.33,0.1,2.7,thelegendofzeldaalinktothepast,gba,action,nintendo
553,2001.0,0.99,0.48,1.09,0.14,2.7,onimushawarlords,ps2,action,virgininteractive
554,2015.0,1.47,0.76,0.0,0.47,2.7,mortalkombatx,ps4,fighting,warnerbrosinteractiveentertainment
555,1998.0,1.25,0.53,0.87,0.05,2.7,marioparty,n64,misc,nintendo
556,2011.0,2.42,0.11,0.0,0.16,2.69,maddennfl12,x360,sports,electronicarts
557,2006.0,1.85,0.64,0.01,0.19,2.69,legostarwarsiitheoriginaltrilogy,ps2,action,lucasarts
